Document,Question,Answer
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,Yes
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, physi"
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The invest
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR14FA167_89050_2_2_2025 10_19_55 AM.pdf,Is exceptional error one of the contributing factors to this accident?,The inform
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The contri
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is routine violation one of the contributing factors to this accident?,The contri
Report_WPR14FA195_89223_2_2_2025 10_19_53 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The findin
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Are skill-based errors contributing factors to this accident?,"Yes, skill"
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR14FA203_89258_2_2_2025 10_19_50 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, menta"
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR14FA310_89724_2_2_2025 10_19_36 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR14LA008_88177_2_2_2025 10_20_20 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR14LA008_88177_2_2_2025 10_20_20 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR14LA008_88177_2_2_2025 10_20_20 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR14LA008_88177_2_2_2025 10_20_20 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR14LA008_88177_2_2_2025 10_20_20 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR14LA008_88177_2_2_2025 10_20_20 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR14LA008_88177_2_2_2025 10_20_20 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR14LA008_88177_2_2_2025 10_20_20 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_WPR14LA008_88177_2_2_2025 10_20_20 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR14LA008_88177_2_2_2025 10_20_20 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
